Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
South Dakota,2020,52,2020-12-26,206,192,,33,10,,,12,,0,,25,,58,50,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2020,53,2021-01-02,211,196,,33,,11,,,,,,40,,55,44,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2021,1,2021-01-09,219,202,0,33,,,,,,,0,36,,64,55,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2021,2,2021-01-16,188,174,,36,10,,,10,,,0,30,,36,31,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2021,3,2021-01-23,189,178,,34,,,,,,,0,35,,34,31,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2021,4,2021-01-30,203,186,,43,,,0,,,,,36,,29,23,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2021,5,2021-02-06,187,166,,27,,13,,,,,,36,,30,25,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2021,6,2021-02-13,180,163,,30,,,,10,,0,,40,,20,14,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
South Dakota,2021,7,2021-02-20,166,145,0,30,,,0,,,0,0,40,12,12,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9)
South Dakota,2021,8,2021-02-27,176,163,,28,10,14,,10,,,0,42,,13,10,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
South Dakota,2021,9,2021-03-06,168,158,,46,,,,,,,0,30,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2021,10,2021-03-13,183,167,,49,,,,11,,0,0,38,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2021,11,2021-03-20,151,135,,40,,,,14,,,0,30,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2021,12,2021-03-27,162,146,,30,,,0,11,,,,26,,12,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9)
South Dakota,2021,13,2021-04-03,149,135,,29,,,,,,,0,27,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2021,14,2021-04-10,136,122,,22,,,,,0,,0,27,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2021,15,2021-04-17,164,151,,34,,10,,,0,,0,30,10,10,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9)
South Dakota,2021,16,2021-04-24,149,141,,36,,,,,,,0,34,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2021,17,2021-05-01,110,108,,21,,,,,,,,22,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2021,18,2021-05-08,111,107,,22,,,,,,,0,25,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
South Dakota,2021,19,2021-05-15,88,85,,17,,,,,,,0,12,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Tennessee,2020,1,2020-01-04,1614,1451,29,258,50,70,61,112,26,21,16,385,80,0,0,,,,,,,,,,,,,,,
Tennessee,2020,2,2020-01-11,1687,1544,22,306,47,78,71,119,31,27,20,341,105,0,0,,,,,,,,,,,,,,,
Tennessee,2020,3,2020-01-18,1597,1448,16,279,46,71,47,99,23,31,17,365,84,0,0,,,,,,,,,,,,,,,
Tennessee,2020,4,2020-01-25,1532,1403,13,307,50,62,52,107,19,24,21,339,80,0,0,,,,,,,,,,,,,,,
Tennessee,2020,5,2020-02-01,1590,1435,17,288,50,72,54,117,24,23,17,373,75,0,0,,,,,,,,,,,,,,,
Tennessee,2020,6,2020-02-08,1612,1460,17,326,44,73,42,118,18,31,22,339,78,0,0,,,,,,,,,,,,,,,
Tennessee,2020,7,2020-02-15,1454,1326,18,274,44,66,38,106,28,20,22,327,69,0,0,,,,,,,,,,,,,,,
Tennessee,2020,8,2020-02-22,1516,1360,24,288,52,58,30,96,29,22,17,347,63,0,0,,,,,,,,,,,,,,,
Tennessee,2020,9,2020-02-29,1504,1367,17,282,56,70,41,97,23,20,15,365,80,0,0,,,,,,,,,,,,,,,
Tennessee,2020,10,2020-03-07,1611,1418,16,315,49,62,46,110,33,21,18,374,70,0,0,,,,,,,,,,,,,,,
Tennessee,2020,11,2020-03-14,1601,1412,17,289,32,65,34,96,39,14,16,373,86,0,0,,,,,,,,,,,,,,,
Tennessee,2020,12,2020-03-21,1526,1385,15,286,62,72,45,108,23,24,15,330,86,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Tennessee,2020,13,2020-03-28,1529,1386,24,291,49,67,43,110,15,23,15,344,69,12,12,,,,,,,,,,,,,,,
Tennessee,2020,14,2020-04-04,1593,1443,23,277,64,69,42,94,21,20,16,367,79,56,56,,,,,,,,,,,,,,,
Tennessee,2020,15,2020-04-11,1514,1373,10,241,55,87,38,89,23,22,15,360,68,53,52,,,,,,,,,,,,,,,
Tennessee,2020,16,2020-04-18,1541,1398,13,305,53,70,25,105,28,22,25,333,81,43,42,,,,,,,,,,,,,,,
Tennessee,2020,17,2020-04-25,1483,1323,19,267,49,72,26,87,11,25,14,333,68,31,30,,,,,,,,,,,,,,,
Tennessee,2020,18,2020-05-02,1494,1335,13,287,44,81,24,76,27,25,11,317,85,36,36,,,,,,,,,,,,,,,
Tennessee,2020,19,2020-05-09,1492,1296,19,262,44,65,23,67,14,19,16,336,69,49,47,,,,,,,,,,,,,,,
Tennessee,2020,20,2020-05-16,1544,1370,17,295,67,70,21,69,15,15,,345,69,57,51,,,,,,,,,,,Suppressed (counts 1-9),,,,
Tennessee,2020,21,2020-05-23,1557,1375,18,299,44,73,31,94,20,20,21,357,55,33,30,,,,,,,,,,,,,,,
Tennessee,2020,22,2020-05-30,1467,1299,25,245,51,68,28,72,20,20,17,340,74,46,42,,,,,,,,,,,,,,,
Tennessee,2020,23,2020-06-06,1485,1309,15,262,50,56,31,75,22,18,14,365,65,37,37,,,,,,,,,,,,,,,
Tennessee,2020,24,2020-06-13,1499,1328,22,248,47,64,24,75,21,22,11,357,77,36,35,,,,,,,,,,,,,,,
Tennessee,2020,25,2020-06-20,1570,1355,17,306,49,67,28,77,17,15,23,330,64,59,58,,,,,,,,,,,,,,,
Tennessee,2020,26,2020-06-27,1562,1393,19,294,54,57,28,83,21,18,12,359,82,63,58,,,,,,,,,,,,,,,
Tennessee,2020,27,2020-07-04,1533,1350,19,283,44,62,17,75,22,32,21,316,72,75,73,,,,,,,,,,,,,,,
Tennessee,2020,28,2020-07-11,1634,1445,24,292,46,66,26,84,20,16,15,344,80,106,100,,,,,,,,,,,,,,,
Tennessee,2020,29,2020-07-18,1650,1475,17,307,47,68,24,75,17,15,11,349,73,122,114,,,,,,,,,,,,,,,
Tennessee,2020,30,2020-07-25,1709,1509,17,299,46,70,40,62,21,23,21,346,77,158,141,,,,,,,,,,,,,,,
Tennessee,2020,31,2020-08-01,1713,1537,15,272,49,74,25,100,20,26,17,355,77,172,156,,,,,,,,,,,,,,,
Tennessee,2020,32,2020-08-08,1707,1516,16,299,56,70,20,74,19,21,14,356,70,178,165,,,,,,,,,,,,,,,
Tennessee,2020,33,2020-08-15,1678,1504,21,288,58,76,25,81,15,24,18,319,74,176,160,,,,,,,,,,,,,,,
Tennessee,2020,34,2020-08-22,1687,1484,26,278,53,71,30,77,24,22,16,356,73,139,130,,,,,,,,,,,,,,,
Tennessee,2020,35,2020-08-29,1708,1542,19,287,50,71,21,83,19,28,17,344,87,181,162,,,,,,,,,,,,,,,
Tennessee,2020,36,2020-09-05,1622,1473,17,268,52,74,21,80,20,19,21,343,77,151,134,,,,,,,,,,,,,,,
Tennessee,2020,37,2020-09-12,1727,1542,11,266,54,72,26,89,25,14,16,362,83,185,170,,,,,,,,,,,,,,,
Tennessee,2020,38,2020-09-19,1620,1444,14,277,43,70,30,70,29,21,27,321,73,155,147,,,,,,,,,,,,,,,
Tennessee,2020,39,2020-09-26,1743,1561,26,312,39,77,29,79,28,16,21,375,78,170,159,,,,,,,,,,,,,,,
Tennessee,2020,40,2020-10-03,1732,1530,21,292,58,66,17,97,12,22,24,372,65,135,125,,,,,,,,,,,,,,,
Tennessee,2020,41,2020-10-10,1769,1593,17,317,61,68,22,100,19,24,19,333,76,183,167,,,,,,,,,,,,,,,
Tennessee,2020,42,2020-10-17,1784,1579,19,293,52,64,29,91,20,16,16,371,80,229,199,,,,,,,,,,,,,,,
Tennessee,2020,43,2020-10-24,1787,1612,16,267,43,68,37,78,19,11,21,368,93,237,216,,,,,,,,,,,,,,,
Tennessee,2020,44,2020-10-31,1840,1678,13,301,58,66,29,88,27,20,13,352,95,261,244,,,,,,,,,,,,,,,
Tennessee,2020,45,2020-11-07,1815,1641,19,291,45,62,24,104,20,23,21,372,75,283,258,,,,,,,,,,,,,,,
Tennessee,2020,46,2020-11-14,1932,1742,26,282,50,70,30,92,23,20,17,384,92,310,276,,,,,,,,,,,,,,,
Tennessee,2020,47,2020-11-21,1998,1811,16,306,58,68,23,102,24,20,11,348,94,412,370,,,,,,,,,,,,,,,
Tennessee,2020,48,2020-11-28,1917,1784,22,281,42,64,24,87,21,17,28,372,78,451,404,,,,,,,,,,,,,,,
Tennessee,2020,49,2020-12-05,2198,2027,32,281,61,79,31,86,23,31,26,422,91,526,485,,,,,,,,,,,,,,,
Tennessee,2020,50,2020-12-12,2188,2021,28,284,64,91,37,93,30,21,17,406,95,529,487,,,,,,,,,,,,,,,
Tennessee,2020,51,2020-12-19,2172,2006,22,279,43,77,23,86,21,28,22,366,93,603,564,,,,,,,,,,,,,,,
Tennessee,2020,52,2020-12-26,2359,2176,23,268,74,82,26,84,22,23,24,405,85,699,651,,,,,,,,,,,,,,,
Tennessee,2020,53,2021-01-02,2364,2186,18,258,70,86,38,91,25,16,18,430,88,675,616,,,,,,,,,,,,,,,
Tennessee,2021,1,2021-01-09,2419,2257,22,257,62,83,38,96,21,16,43,401,106,766,720,,,,,,,,,,,,,,,
Tennessee,2021,2,2021-01-16,2303,2123,21,277,65,69,30,91,25,34,24,368,87,672,635,,,,,,,,,,,,,,,
Tennessee,2021,3,2021-01-23,2281,2119,25,294,43,61,28,98,28,26,30,405,94,627,588,,,,,,,,,,,,,,,
Tennessee,2021,4,2021-01-30,2074,1897,27,267,47,73,19,75,20,33,40,377,84,489,446,,,,,,,,,,,,,,,
Tennessee,2021,5,2021-02-06,1940,1737,23,280,50,64,16,80,23,27,45,393,84,345,309,,,,,,,,,,,,,,,
Tennessee,2021,6,2021-02-13,1766,1623,16,303,64,68,24,67,20,21,44,362,87,240,209,,,,,,,,,,,,,,,
Tennessee,2021,7,2021-02-20,1782,1645,24,248,72,53,25,94,18,37,59,391,81,244,212,,,,,,,,,,,,,,,
Tennessee,2021,8,2021-02-27,1730,1570,22,290,58,68,18,65,23,25,62,353,73,170,147,,,,,,,,,,,,,,,
Tennessee,2021,9,2021-03-06,1649,1516,25,270,61,63,22,61,20,28,80,330,77,145,132,,,,,,,,,,,,,,,
Tennessee,2021,10,2021-03-13,1588,1473,35,264,42,45,21,76,18,22,82,339,69,151,127,,,,,,,,,,,,,,,
Tennessee,2021,11,2021-03-20,1559,1435,26,296,39,51,23,86,21,20,101,317,68,97,82,,,,,,,,,,,,,,,
Tennessee,2021,12,2021-03-27,1634,1505,26,282,48,57,21,85,16,14,107,350,78,121,110,,,,,,,,,,,,,,,
Tennessee,2021,13,2021-04-03,1541,1418,24,288,43,49,21,78,15,20,102,303,70,100,88,,,,,,,,,,,,,,,
Tennessee,2021,14,2021-04-10,1655,1534,22,255,54,55,18,91,22,24,128,355,68,123,111,,,,,,,,,,,,,,,
Tennessee,2021,15,2021-04-17,1558,1471,18,277,52,42,22,78,20,28,146,332,68,98,86,,,,,,,,,,,,,,,
Tennessee,2021,16,2021-04-24,1594,1504,24,293,40,59,21,83,21,23,156,312,77,117,98,,,,,,,,,,,,,,,
Tennessee,2021,17,2021-05-01,1506,1415,15,284,39,57,23,75,23,24,162,294,50,105,91,,,,,,,,,,,,,,,
Tennessee,2021,18,2021-05-08,1340,1272,15,224,37,40,17,75,16,20,149,278,56,88,80,,,,,,,,,,,,,,,
Tennessee,2021,19,2021-05-15,1007,964,13,173,26,38,11,66,12,14,143,188,42,67,61,,,,,,,,,,,,,,,
Texas,2020,1,2020-01-04,4327,3951,73,798,135,227,117,226,91,85,41,1001,221,0,0,,,,,,,,,,,,,,,
Texas,2020,2,2020-01-11,4564,4202,84,862,160,216,121,258,75,92,35,1004,264,0,0,,,,,,,,,,,,,,,
Texas,2020,3,2020-01-18,4251,3908,59,840,158,212,101,240,78,89,26,966,206,0,0,,,,,,,,,,,,,,,
Texas,2020,4,2020-01-25,4128,3797,66,825,129,195,90,198,58,79,44,992,217,0,0,,,,,,,,,,,,,,,
Texas,2020,5,2020-02-01,4174,3819,67,863,136,196,83,218,63,84,29,957,210,0,0,,,,,,,,,,,,,,,
Texas,2020,6,2020-02-08,4322,3967,84,860,159,217,98,221,68,76,27,1017,202,0,0,,,,,,,,,,,,,,,
Texas,2020,7,2020-02-15,4343,4005,64,889,143,229,97,247,60,74,45,992,242,0,0,,,,,,,,,,,,,,,
Texas,2020,8,2020-02-22,4222,3850,57,822,140,212,99,247,59,81,28,986,206,0,0,,,,,,,,,,,,,,,
Texas,2020,9,2020-02-29,4147,3800,51,849,146,188,82,258,67,97,40,946,228,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Texas,2020,10,2020-03-07,4172,3863,68,836,120,203,93,225,65,91,36,952,244,,0,,,,,,,,,,,,,,Suppressed (counts 1-9),
Texas,2020,11,2020-03-14,4169,3785,67,779,142,224,89,216,59,96,27,950,232,0,0,,,,,,,,,,,,,,,
Texas,2020,12,2020-03-21,4256,3932,63,885,147,199,92,219,50,82,30,971,224,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Texas,2020,13,2020-03-28,4259,3902,75,822,167,252,88,219,59,79,25,950,213,44,44,,,,,,,,,,,,,,,
Texas,2020,14,2020-04-04,4186,3875,77,798,134,209,89,221,64,86,23,920,210,130,126,,,,,,,,,,,,,,,
Texas,2020,15,2020-04-11,4267,3931,69,823,158,214,84,205,53,93,16,927,238,205,191,,,,,,,,,,,,,,,
Texas,2020,16,2020-04-18,4294,3937,55,812,176,212,58,210,50,85,35,894,233,238,230,,,,,,,,,,,,,,,
Texas,2020,17,2020-04-25,4464,4099,64,847,149,219,71,218,47,82,36,1012,221,244,227,,,,,,,,,,,,,,,
Texas,2020,18,2020-05-02,4264,3881,69,769,137,230,69,183,64,91,27,888,226,238,224,,,,,,,,,,,,,,,
Texas,2020,19,2020-05-09,4279,3914,71,793,126,200,60,215,52,85,22,939,209,228,215,,,,,,,,,,,,,,,
Texas,2020,20,2020-05-16,4281,3890,62,788,132,209,52,193,66,74,33,920,208,253,236,,,,,,,,,,,,,,,
Texas,2020,21,2020-05-23,4256,3863,64,806,160,223,69,203,43,83,41,897,221,171,160,,,,,,,,,,,,,,,
Texas,2020,22,2020-05-30,4156,3780,61,767,150,168,56,207,61,83,22,911,214,217,206,,,,,,,,,,,,,,,
Texas,2020,23,2020-06-06,4229,3804,75,753,126,218,56,175,44,75,22,943,226,181,172,,,,,,,,,,,,,,,
Texas,2020,24,2020-06-13,4395,3969,68,826,134,234,53,186,42,75,37,929,222,226,208,,,,,,,,,,,,,,,
Texas,2020,25,2020-06-20,4509,4061,58,845,141,233,76,195,54,77,38,906,205,306,291,,,,,,,,,,,,,,,
Texas,2020,26,2020-06-27,4567,4165,66,774,134,209,52,184,49,95,43,972,223,443,403,,,,,,,,,,,,,,,
Texas,2020,27,2020-07-04,5037,4613,68,785,156,203,34,207,47,100,46,998,232,814,775,,,,,,,,,,,,,,,
Texas,2020,28,2020-07-11,5771,5328,74,834,186,253,66,173,43,106,42,1104,236,1275,1206,,,,,,,,,,,,,,,
Texas,2020,29,2020-07-18,6264,5829,76,821,168,294,67,212,51,97,38,1099,234,1759,1662,,,,,,,,,,,,,,,
Texas,2020,30,2020-07-25,6308,5896,68,771,182,263,59,208,52,88,46,1070,207,1890,1788,,,,,,,,,,,,,,,
Texas,2020,31,2020-08-01,5952,5552,64,791,178,276,68,198,63,93,43,977,225,1731,1657,,,,,,,,,,,,,,,
Texas,2020,32,2020-08-08,5711,5295,68,795,162,219,71,190,45,86,40,975,232,1493,1422,,,,,,,,,,,,,,,
Texas,2020,33,2020-08-15,5783,5329,54,821,175,272,59,177,59,72,38,1047,213,1374,1302,,,,,,,,,,,,,,,
Texas,2020,34,2020-08-22,5034,4614,49,762,158,244,62,197,49,55,37,906,206,1004,941,,,,,,,,,,,,,,,
Texas,2020,35,2020-08-29,5136,4702,68,824,157,277,68,183,54,80,29,988,206,851,780,,,,,,,,,,,,,,,
Texas,2020,36,2020-09-05,4942,4532,65,844,141,259,50,183,50,91,29,984,235,702,637,,,,,,,,,,,,,,,
Texas,2020,37,2020-09-12,4653,4288,57,789,141,204,47,192,69,90,42,929,243,577,534,,,,,,,,,,,,,,,
Texas,2020,38,2020-09-19,4597,4222,85,866,142,236,47,161,54,86,45,894,236,521,467,,,,,,,,,,,,,,,
Texas,2020,39,2020-09-26,4543,4178,60,838,171,222,45,174,41,88,36,888,219,513,476,,,,,,,,,,,,,,,
Texas,2020,40,2020-10-03,4588,4170,66,834,150,232,54,185,48,79,34,917,213,437,384,,,,,,,,,,,,,,,
Texas,2020,41,2020-10-10,4718,4318,69,835,148,251,50,175,53,81,39,991,240,501,460,,,,,,,,,,,,,,,
Texas,2020,42,2020-10-17,4534,4184,60,789,148,238,62,178,48,91,33,889,224,564,504,,,,,,,,,,,,,,,
Texas,2020,43,2020-10-24,4808,4402,56,807,160,209,55,181,47,83,37,962,249,694,634,,,,,,,,,,,,,,,
Texas,2020,44,2020-10-31,5163,4764,56,856,156,224,56,151,60,75,33,1004,251,894,826,,,,,,,,,,,,,,,
Texas,2020,45,2020-11-07,5399,5012,62,866,150,262,64,212,62,90,42,1021,243,1014,949,,,,,,,,,,,,,,,
Texas,2020,46,2020-11-14,5435,5032,66,854,165,262,47,181,48,79,30,980,227,1152,1077,,,,,,,,,,,,,,,
Texas,2020,47,2020-11-21,5429,5050,73,738,170,234,61,206,53,98,51,956,229,1261,1177,,,,,,,,,,,,,,,
Texas,2020,48,2020-11-28,5591,5187,60,801,188,209,64,172,56,74,49,951,217,1390,1295,,,,,,,,,,,,,,,
Texas,2020,49,2020-12-05,5632,5222,66,756,165,243,77,184,59,94,37,991,224,1470,1365,,,,,,,,,,,,,,,
Texas,2020,50,2020-12-12,6054,5647,82,821,160,252,51,185,66,81,42,1063,271,1627,1536,,,,,,,,,,,,,,,
Texas,2020,51,2020-12-19,6180,5770,80,818,189,256,58,208,64,94,45,1086,286,1663,1572,,,,,,,,,,,,,,,
Texas,2020,52,2020-12-26,6132,5741,81,819,180,268,63,193,62,97,54,1054,222,1756,1655,,,,,,,,,,,,,,,
Texas,2020,53,2021-01-02,6528,6095,70,789,179,293,49,225,58,98,52,1106,255,2002,1878,,,,,,,,,,,,,,,
Texas,2021,1,2021-01-09,6956,6567,64,761,188,247,78,199,70,102,44,1082,262,2530,2380,,,,,,,,,,,,,,,
Texas,2021,2,2021-01-16,7182,6786,74,824,188,280,76,201,79,96,55,1135,271,2553,2403,,,,,,,,,,,,,,,
Texas,2021,3,2021-01-23,6974,6602,75,860,173,298,84,213,46,117,77,1065,258,2430,2278,,,,,,,,,,,,,,,
Texas,2021,4,2021-01-30,6617,6274,63,812,162,235,67,201,70,119,85,997,276,2274,2127,,,,,,,,,,,,,,,
Texas,2021,5,2021-02-06,6214,5856,68,838,158,207,63,192,66,95,83,1030,241,1912,1773,,,,,,,,,,,,,,,
Texas,2021,6,2021-02-13,5856,5471,78,800,172,226,71,187,68,86,103,996,243,1545,1425,,,,,,,,,,,,,,,
Texas,2021,7,2021-02-20,6347,5891,95,778,238,247,66,224,67,109,157,1231,272,1374,1254,,,,,,,,,,,,,,,
Texas,2021,8,2021-02-27,5616,5235,81,822,182,249,76,206,71,98,128,1021,260,1099,1001,,,,,,,,,,,,,,,
Texas,2021,9,2021-03-06,5143,4776,86,835,155,213,60,193,49,104,125,977,228,856,768,,,,,,,,,,,,,,,
Texas,2021,10,2021-03-13,4868,4543,83,791,136,212,47,187,54,95,145,981,275,688,621,,,,,,,,,,,,,,,
Texas,2021,11,2021-03-20,4552,4171,51,742,166,171,53,148,64,82,198,863,228,565,514,,,,,,,,,,,,,,,
Texas,2021,12,2021-03-27,4472,4185,59,802,134,211,61,191,52,70,219,879,224,439,390,,,,,,,,,,,,,,,
Texas,2021,13,2021-04-03,4318,4040,62,761,145,158,64,155,61,79,216,894,207,344,295,,,,,,,,,,,,,,,
Texas,2021,14,2021-04-10,4412,4098,77,807,127,202,52,170,53,87,230,861,236,347,289,,,,,,,,,,,,,,,
Texas,2021,15,2021-04-17,4109,3811,67,759,131,173,44,150,48,62,247,853,227,328,284,,,,,,,,,,,,,,,
Texas,2021,16,2021-04-24,4254,3996,57,741,131,177,48,171,53,90,292,911,210,307,272,,,,,,,,,,,,,,,
Texas,2021,17,2021-05-01,3831,3619,47,766,123,189,39,173,44,67,246,731,208,247,222,,,,,,,,,,,,,,,
Texas,2021,18,2021-05-08,3043,2906,45,606,91,142,35,159,47,54,246,605,154,194,174,,,,,,,,,,,,,,,
Texas,2021,19,2021-05-15,2167,2081,25,415,67,114,30,106,31,35,119,435,135,124,113,,,,,,,,,,,,,,,
Utah,2020,1,2020-01-04,392,350,,71,18,16,,18,,,,76,17,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,2,2020-01-11,438,381,,76,15,16,,33,,12,,85,13,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Utah,2020,3,2020-01-18,409,357,,68,11,24,,16,,,,82,24,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,4,2020-01-25,390,341,,58,11,16,21,19,,10,,68,27,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Utah,2020,5,2020-02-01,364,331,,63,13,24,,20,,11,,78,13,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Utah,2020,6,2020-02-08,393,355,,76,11,23,13,26,12,,,81,21,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,7,2020-02-15,414,375,,69,14,26,,26,,,,100,19,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,8,2020-02-22,367,331,,64,20,19,,10,,,,84,17,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,9,2020-02-29,417,373,,53,15,22,11,19,,,,100,23,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
